date,season,session,type,team,player,position,trade_partner,assets_sent,assets_received,notes,raw_message,needs_review
2022-03-28,8,,retirement,Peregrines,Acadia Peregrines GM George Ewell,,,,,,":Peregrines: Acadia Peregrines GM **George Ewell** retires from co-GM
:Peregrines: Acadia Peregrines promote P **True Pierce** to co-GM

:Peregrines: Acadia Peregrines sign? retain? P **George Ewell**",
2022-03-28,8,,gm_change,Peregrines,Acadia Peregrines,,,,,Acadia Peregrines promote P True Pierce to co-GM,":Peregrines: Acadia Peregrines GM **George Ewell** retires from co-GM
:Peregrines: Acadia Peregrines promote P **True Pierce** to co-GM

:Peregrines: Acadia Peregrines sign? retain? P **George Ewell**",
2022-03-28,8,,sign,Acadia Peregrines,RF James Pablano,,,,,,:Peregrines: Acadia Peregrines sign RF **James Pablano**,
2022-04-09,8,7,release,Portland Pioneers,Pitcher Pete Sweat,,,,,,"**Transcations effective Session 7**

:Pioneers: Portland Pioneers release Pitcher **Pete Sweat**
:Pioneers: Portland Pioneers release Pitcher **Kevin James**

:Pioneers: Portland Pioneers sign Pitcher **Cheri Poppins**
:Pioneers: Portland Pioneers sign Pitcher **Talon Wingdiver**",
2022-04-09,8,7,release,Portland Pioneers,Pitcher Kevin James,,,,,,"**Transcations effective Session 7**

:Pioneers: Portland Pioneers release Pitcher **Pete Sweat**
:Pioneers: Portland Pioneers release Pitcher **Kevin James**

:Pioneers: Portland Pioneers sign Pitcher **Cheri Poppins**
:Pioneers: Portland Pioneers sign Pitcher **Talon Wingdiver**",
2022-04-09,8,7,sign,Portland Pioneers,Pitcher Cheri Poppins,,,,,,"**Transcations effective Session 7**

:Pioneers: Portland Pioneers release Pitcher **Pete Sweat**
:Pioneers: Portland Pioneers release Pitcher **Kevin James**

:Pioneers: Portland Pioneers sign Pitcher **Cheri Poppins**
:Pioneers: Portland Pioneers sign Pitcher **Talon Wingdiver**",
2022-04-09,8,7,sign,Portland Pioneers,Pitcher Talon Wingdiver,,,,,,"**Transcations effective Session 7**

:Pioneers: Portland Pioneers release Pitcher **Pete Sweat**
:Pioneers: Portland Pioneers release Pitcher **Kevin James**

:Pioneers: Portland Pioneers sign Pitcher **Cheri Poppins**
:Pioneers: Portland Pioneers sign Pitcher **Talon Wingdiver**",
2022-04-10,8,,position_switch,crawdads,New Orleans Crawdads Catcher Derek BonGiovanni,CINF,,,,,:crawdads: New Orleans Crawdads Catcher **Derek BonGiovanni** changes secondary position to CINF,
2022-04-23,8,8,trade,Melonheads Humongous Melonheads,,,Waverunners Malibu Waverunners,HMH's 1st round draft pick,Pitcher Sleve McDichael,,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-04-23,8,8,trade,Waverunners Malibu Waverunners,,,Melonheads Humongous Melonheads,Pitcher Sleve McDichael,HMH's 1st round draft pick,,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-04-23,8,8,trade,highlander Halifax Highlanders,,,,,Shortstop Kenny Kawaguchi & Right Fielder Rusty Nails,3-way trade - verify assets manually,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",Y
2022-04-23,8,8,trade,SeaSerpents Aruba Sea Serpents,,,,,First Baseman Hannibal Bligh &Left Fielder Reese Worthington,3-way trade - verify assets manually,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",Y
2022-04-23,8,8,trade,FlappyBois Blubs Bay Flappy Bois,,,,,Center Fielder Roidy Magoo,3-way trade - verify assets manually,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",Y
2022-04-23,8,8,hiatus,Melonheads,Humongous Melonheads Pitcher Stephen Sondheim to,,,,,,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-04-23,8,8,retirement,Pioneers,Portland Pioneers Left Fielder Judge Reinhold,,,,,,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-04-23,8,8,unretire,Pioneers,Portland Pioneers GM Brian Taylor,,,,,,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-04-23,8,8,retirement,SeaSerpents,Aruba Sea Serpents Cather Justin Martin,,,,,,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-04-23,8,8,sign,Aruba Sea Serpents,Catcher Arm N. Hammer,,,,,,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-04-23,8,8,gm_change,Highlanders,Halifax Highlanders,,,,,Halifax Highlanders promote Right Fielder Joe Pidgeon to Co-GM,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-04-23,8,8,sign,Sunnydale Slayers,Second Baseman Kevin James,,,,,,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-04-23,8,8,position_switch,Bullfrogs,Fatts Richard,Third Base,,,,,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-04-23,8,8,position_switch,Logo2,Spike Suzuki,First Base,,,,,"**Transactions effective Session 8**

:Melonheads: Humongous Melonheads receive Pitcher **Sleve McDichael**
:Waverunners: Malibu Waverunners receive HMH's 1st round draft pick
:Melonheads: Humongous Melonheads Pitcher **Stephen Sondheim** to hiatus

:Pioneers: Portland Pioneers Left Fielder **Judge Reinhold** retires
:Pioneers: Portland Pioneers GM **Brian Taylor** un-retires to play Left Field

:SeaSerpents: Aruba Sea Serpents Cather **Justin Martin** retires
:SeaSerpents: Aruba Sea Serpents sign Catcher **Arm N. Hammer**

:highlander: Halifax Highlanders receive Shortstop **Kenny Kawaguchi** & Right Fielder **Rusty Nails**
:SeaSerpents:  Aruba Sea Serpents receive First Baseman **Hannibal Bligh** &Left Fielder **Reese Worthington**
:FlappyBois: Blubs Bay Flappy Bois receive Center Fielder **Roidy Magoo**

:Highlanders: Halifax Highlanders promote Right Fielder **Joe Pidgeon** to Co-GM

:UpdatedSlayerLogoFinal: Sunnydale Slayers sign Second Baseman **Kevin James**

:Bullfrogs: **Fatts Richard** switches from Pitcher to Third Base
:Bullfrogs: **Copenhagen Black** switches from Third Base to Pitcher

:Logo2: **Spike Suzuki** switches from Pitcher to First Base",
2022-05-04,8,9,trade,FlappyBois Blubs Bay Flappy Bois,,,Waverunners Malibu Waverunners,P Tommy Tightpants,S8 HMH 1st round pick (previously traded to MAL),,"**Transactions effective Session 9**

:Beholders: Calvin Huff switches from Center Fielder to Pitcher
:Beholders: Doc Wingduck switches from Pitcher to Center Fielder

:Pioneers: Portland Pioneers GM **Brian Taylor** retires ... from playing outfield
:Pioneers: Portland Pioneers sign Left Fielder **Hank Braun**
:Pioneers: Portland Pioneers sign Catcher / COF **Doctor Ew**
:Pioneers: Portland Pioneers release Catcher / COF **Pedro Cerrano-Spaz**

Trade:
:FlappyBois: Blubs Bay Flappy Bois receive **S8 HMH 1st round pick** (previously traded to MAL)
:Waverunners: Malibu Waverunners receive P **Tommy Tightpants**",
